country;contract_name;name;company;count
Belgium;Bruxelles-Capitale;313 - DEMEY;villo;2826
Belgium;Bruxelles-Capitale;219 - VAN HELLEMONT;villo;2826
Sweden;Goteborg;SLOTTSKOGEN/PLIKTA;Göteborg;2823
France;Mulhouse;25 - PALAIS DES SPORTS;VéloCité;2823
France;Paris;18019 - MONTCALM;Velib;2820
France;Paris;13010 - PLACE D ITALIE AURIOL;Velib;2820
France;Paris;17030 - RENNEQUIN PEREIRE;Velib;2820
France;Paris;17026 - WAGRAM COURCELLES;Velib;2820
France;Paris;17110 - LEGENDRE;Velib;2820
France;Paris;14103 - MAINE LIANCOURT;Velib;2820
France;Paris;13104 - GARE D'AUSTERLITZ;Velib;2820
France;Paris;33003 - FAURE (AUBERVILLIERS);Velib;2820
France;Toulouse;00223 - ENAC;Vélô;2818
France;Toulouse;00133 - MARCHE AUX COCHONS;Vélô;2818
France;Toulouse;00160 - THEATRE JULES JULIEN;Vélô;2818
Spain;Valence;199_CALLE_BEATO_NICOLAS_FACTOR;Valenbisi;2818
Belgium;Bruxelles-Capitale;290 - GARE DE CALEVOET / KALEVOET STATION;villo;2826
Belgium;Bruxelles-Capitale;102 - MUSEUM/MUSEUM;villo;2826
Belgium;Bruxelles-Capitale;143 - RTL;villo;2826
IRELAND;Dublin;KILMAINHAM LANE;dublinbikes;2823
Luxembourg;Luxembourg;BRICHERHAFF;Veloh;2823
France;Lyon;6002 - PORTE DES ENFANTS DU RHÔNE (FAR);Vélo'V;2823
France;Lyon;2024 - RÉPUBLIQUE / MAUPIN;Vélo'V;2823
France;Lyon;04026 - BIRMINGHAM;Vélo'V;2823
France;Marseille;1130- NATIONAL LONGCHAMP;Le vélo;2823
France;Nantes;00032-FOCH;Bicloo;2823
France;Nantes;00096-TORTIERE;Bicloo;2823
France;Paris;13047 - BOUTROUX VITRY;Velib;2820
France;Paris;10006 - PETITES ECURIES;Velib;2820
France;Paris;16005 - POINCARE VICTOR HUGO;Velib;2820
France;Paris;03012 - GAITE LYRIQUE;Velib;2820
France;Paris;21211 - MARNE (MONTROUGE);Velib;2820
France;Paris;11036 - JULES FERRY FAUBOURG DU TEMPLE;Velib;2820
France;Paris;34008 - GARIBALDI (SAINT OUEN);Velib;2820
France;Toulouse;00092 - CHALETS;Vélô;2818
Spain;Valence;190_CTRA_MALILLA;Valenbisi;2818
Spain;Valence;215_CALLE_MUSICO_AYLLON_ESQ_CALLE_FRANCISCO_DOLZ;Valenbisi;2818
Lithuania;Vilnius;8-MAIRONIO G.;Cyclocity;2818
Belgium;Bruxelles-Capitale;285 - COGHEN;villo;2826
Belgium;Bruxelles-Capitale;089 - ATHENEE DE JETTE/ATHENEUM VAN JETTE;villo;2826
France;Marseille;1230-ROOSEVELT - REFORMES;Le vélo;2823
France;Mulhouse;12 - STALINGRAD;VéloCité;2823
France;Nantes;00085-BEL AIR;Bicloo;2823
France;Nantes;00065-COURS SULLY;Bicloo;2823
France;Paris;05018 - MUTUALITE;Velib;2820
France;Paris;21501 - SELLIER (SURESNES);Velib;2820
France;Paris;12028 - VIVALDI;Velib;2820
France;Paris;11040 - TEMPLE JEAN PIERRE TIMBAUD;Velib;2820
France;Paris;31708 - NOISY (BAGNOLET);Velib;2820
France;Paris;15052 - CONVENTION;Velib;2820
France;Paris;15058 - GEORGES POMPIDOU;Velib;2820
France;Paris;08115 - BASSANO;Velib;2820
France;Rouen;08- SAINT MARC;cy'clic;2819
France;Rouen;06- CHU - RUE DE GERMONT;cy'clic;2819
France;Toulouse;00247 - LAUNAGUET / AUDIBERT;Vélô;2818
Spain;Valence;009_PLAZA_TETUAN_4;Valenbisi;2818
Lithuania;Vilnius;40-OGMIOS MIESTAS;Cyclocity;2818
Belgium;Bruxelles-Capitale;315 - SACRE COEUR AUDERGHEM/HEILIGE HART OUDERGHEM;villo;2826
Belgium;Bruxelles-Capitale;354 - TRIOMPHE / TRIOMF;villo;2826
Belgium;Bruxelles-Capitale;271 - DUBOIS;villo;2826
IRELAND;Dublin;THE POINT;dublinbikes;2823
IRELAND;Dublin;HIGH STREET;dublinbikes;2823
IRELAND;Dublin;ROTHE ABBEY;dublinbikes;2823
Sweden;Goteborg;DROTTNINGTORGET;Göteborg;2823
Russia;Kazan;03 KREMLIN - КРЕМЛЬ;Veli'k;2823
France;Lyon;10114 - BEL AIR / LES BROSSES;Vélo'V;2823
France;Lyon;3003 - PART-DIEU / DERUELLE (FAR);Vélo'V;2823
France;Paris;10010 - JACQUES BONSERGENT;Velib;2820
France;Paris;14006 - SAINT JACQUES TOMBE ISSOIRE;Velib;2820
France;Paris;21103 - HUGO (CLICHY);Velib;2820
France;Paris;04104 - SEBASTOPOL RAMBUTEAU;Velib;2820
France;Paris;11026 - CHEMIN VERT SAINT MAUR;Velib;2820
France;Paris;22001 - CHATEAU (NEUILLY);Velib;2820
France;Rouen;09 - REPUBLIQUE - QUAI CORNEILLE;cy'clic;2819
Spain;Seville;133_AVENIDA SANTA FE;SEVICI;2818
Spain;Seville;114_GLORIETA PLUS ULTRA;SEVICI;2818
Spain;Seville;055_CALLE DE MARIA AUXILIADORA;SEVICI;2818
Belgium;Bruxelles-Capitale;123 - BASCULE;villo;2826
Luxembourg;Luxembourg;GARE CENTRALE;Veloh;2823
France;Lyon;3091 - HOPITAL NEUROLOGIQUE;Vélo'V;2823
Belgium;Namur;001 - OCTAVE HENRY;Li bia velo;2823
France;Nantes;00018-PLACE VIARME;Bicloo;2823
France;Paris;19114 - MANIN SECRETAN;Velib;2820
France;Paris;15039 - CHARLES VALLIN;Velib;2820
France;Paris;10152 - GARE DU NORD 2;Velib;2820
France;Paris;15027 - GIDE;Velib;2820
France;Paris;11046 - VOLTAIRE;Velib;2820
France;Paris;31010 - STALINGRAD (MONTREUIL);Velib;2820
France;Toulouse;00046 - PLACE DES CARMES;Vélô;2818
France;Toulouse;00246 - WAGNER / JEAN BRUNHES;Vélô;2818
Spain;Valence;001_GUILLEN_DE_CASTRO;Valenbisi;2818
Spain;Valence;145_PLAZA_BADAJOZ;Valenbisi;2818
Spain;Valence;005_PINTOR_LOPEZ_PZA_POETA_LLORENTE;Valenbisi;2818
Lithuania;Vilnius;39-ŠIAURĖS MIESTELIS;Cyclocity;2818
Australia;Brisbane;43 - QUEEN ST / WHARF ST;CityCycle;2827
Belgium;Bruxelles-Capitale;318 - CARDINAL MERCIER / KARDINAAL MERCIER;villo;2826
Belgium;Bruxelles-Capitale;118 - SCHWEITZER;villo;2826
Belgium;Bruxelles-Capitale;133 - CHÂTEAU/KASTEEL;villo;2826
Belgium;Bruxelles-Capitale;275 - VERSAILLES;villo;2826
Sweden;Goteborg;NILS-ERICSSON TERMINALEN;Göteborg;2823
Luxembourg;Luxembourg;CAMPUS LAMPERTSBIERG;Veloh;2823
France;Lyon;7038 - PLACE STALINGRAD;Vélo'V;2823
France;Lyon;12002 - POUDRETTE LA SOIE;Vélo'V;2823
France;Lyon;3097 - AUGAGNEUR / FOSSE AUX OURS (FAR);Vélo'V;2823
France;Lyon;2022 - PLACE CARNOT;Vélo'V;2823
France;Lyon;11003 - LA ROCHETTE;Vélo'V;2823
France;Marseille;9260- MAZARGUES - ALMERAS;Le vélo;2823
France;Nantes;00051-TABARLY;Bicloo;2823
France;Paris;12120 - CONSERVATION;Velib;2820
France;Paris;14010 - JEAN MOULIN ALESIA;Velib;2820
France;Paris;16024 - KENNEDY RANELAGH;Velib;2820
France;Paris;14030 - LOSSERAND - PERNETY;Velib;2820
France;Paris;10019 - PARADIS;Velib;2820
Spain;Valence;057_CALLE PINTOR MONLEON;Valenbisi;2818
Lithuania;Vilnius;31-OLANDŲ ŽIEDAS;Cyclocity;2818
Australia;Brisbane;86 - SYDNEY ST / MORAY ST;CityCycle;2827
Belgium;Bruxelles-Capitale;200 - VETERANS COLONIAUX / KOLONIALE VETERANEN;villo;2826
Belgium;Bruxelles-Capitale;249 - SAINT-JOB/SINT-JOB;villo;2826
Luxembourg;Luxembourg;LUDWIG VAN BEETHOVEN;Veloh;2823
Luxembourg;Luxembourg;PLACE CUNEGONDE;Veloh;2823
France;Lyon;10005 - BOULEVARD DU 11 NOVEMBRE;Vélo'V;2823
France;Lyon;10001 - IUT / FEYSSINE;Vélo'V;2823
France;Paris;43001 - PARIS 1 (VINCENNES);Velib;2820
France;Paris;01001 - ILE DE LA CITE PONT NEUF;Velib;2820
France;Paris;20115 - PORTE DE BAGNOLET;Velib;2820
France;Paris;21019 - VAILLANT (BOULOGNE-BILLANCOURT);Velib;2820
France;Paris;22007 - CHARCOT (NEUILLY);Velib;2820
France;Paris;10027 - DUNKERQUE;Velib;2820
France;Paris;13011 - COMPO FORMIO;Velib;764
Spain;Valence;273_CALLE_MORAIRA_CALLE_DALT_DE_LA_MAR;Valenbisi;2818
France;Besancon;24 - MEDIATHEQUE;VéloCité;2827
Australia;Brisbane;74 - MERTHYR RD / JAMES ST;CityCycle;2827
Belgium;Bruxelles-Capitale;287 - FLOREAL;villo;2826
Sweden;Goteborg;VALAND;Göteborg;2823
Sweden;Goteborg;GULLBERGSVASS;Göteborg;2823
Russia;Kazan;01 KSTU - КГТУ /МГАХИ ИМ. СУРИКОВА;Veli'k;2823
Luxembourg;Luxembourg;SCHAARFEN ECK;Veloh;2823
France;Lyon;6042 - CITÉ INTERNATIONALE - RÉSIDENCE HÔTELIÈRE;Vélo'V;2823
France;Lyon;3051 - PLACE HENRI;Vélo'V;2823
France;Lyon;3085 - SACRE COEUR;Vélo'V;2823
Belgium;Namur;029 - WIERTZ;Li bia velo;2823
France;Paris;17039 - PLACE SAINT FERDINAND;Velib;2820
France;Paris;15031 - THEATRE;Velib;2820
France;Paris;01010 - PONT NEUF;Velib;2820
France;Paris;09026 - BRUYERE PIGALLE;Velib;2820
France;Paris;17105 - PALADINES;Velib;2820
France;Paris;19020 - MANIN HAUTPOUL;Velib;2820
France;Paris;21002 - DENFERT ROCHEREAU (BOULOGNE-BILLANCOURT);Velib;2820
Spain;Seville;205_AVENIDA KANSAS CITY;SEVICI;2818
Spain;Seville;158_AVENIDA CARDENAL BUENO MONREAL;SEVICI;2818
France;Toulouse;00188 - MURET/LAFAGE;Vélô;2818
France;Toulouse;00014 - PERIGORD;Vélô;2818
JAPAN;Toyama;城址公園東 CASTLE PARK EAST;cyclocity;2818
Spain;Valence;52_C/ LUIS GARCIA BERLANGA;Valenbisi;2818
Australia;Brisbane;56 - CONSTANCE ST / ST PAULS TCE;CityCycle;2827
Belgium;Bruxelles-Capitale;090 - BROUSTIN;villo;2826
France;Lyon;5045 - VALDO / RIVET;Vélo'V;2823
France;Lyon;8059 - LAENNEC / PINEL;Vélo'V;2823
France;Lyon;5026 - RUE DE LA BALEINE;Vélo'V;2823
France;Paris;13009 - BLANQUI CORVISART;Velib;2820
France;Paris;00903 - QUAI MAURIAC  / PONT DE BERCY;Velib;2820
France;Paris;22401 - DE GAULLE (MALAKOFF);Velib;2820
France;Paris;08045 - ALMA;Velib;2820
Spain;Seville;039_PLAZA SAN ANTONIO DE PADUA;SEVICI;2818
France;Toulouse;00068 - METRO - PALAIS DE JUSTICE;Vélô;2818
Spain;Valence;172_AVENIDA_PIO_XII;Valenbisi;2818
Spain;Valence;213_CALLE_ARCHIDUQUE_CARLOS_ESQ_CALLE_JOSE_MA_MOR;Valenbisi;2818
France;Besancon;10 - 8 SEPTEMBRE (CB);VéloCité;2827
IRELAND;Dublin;MOUNT BROWN;dublinbikes;2823
Luxembourg;Luxembourg;LYCEE TECHNIQUE  DE BONNEVOIE;Veloh;2823
Belgium;Namur;017 - GARE DE JAMBES;Li bia velo;2823
France;Paris;33009 - FELIX (AUBERVILLIERS);Velib;2820
France;Paris;17044 - PORTE DE SAINT OUEN;Velib;2820
France;Paris;11039 - JULES FERRY REPUBLIQUE;Velib;2820
France;Paris;21109 - GUICHET (CLICHY);Velib;2820
France;Paris;02013 - RICHELIEU DROUOT;Velib;2820
France;Paris;12101 - CHARENTON PRAGUE;Velib;2820
Spain;Seville;062_PLAZA DE ARMAS;SEVICI;2818
Spain;Seville;216_CALLE ANTIOQUIA;SEVICI;2818
Spain;Seville;150_CALLE SAN JUAN BOSCO;SEVICI;2818
France;Toulouse;00202 - ST EX. - COURREGE;Vélô;2818
France;Toulouse;00102 -  MISTRAL - FLEURANCE;Vélô;2818
Spain;Valence;022_JUAN_LLORENS_57;Valenbisi;2818
Lithuania;Vilnius;7-STOTIS;Cyclocity;2818
Australia;Brisbane;113 - EDMONDSTONE ST / VULTURE ST;CityCycle;2827
Australia;Brisbane;76 - WATERLOO ST (GASWORKS PARK) / NEWSTEAD TCE;CityCycle;2827
Australia;Brisbane;32 - TANK ST / GEORGE ST;CityCycle;2827
Belgium;Bruxelles-Capitale;288 - HOUZEAU;villo;2826
Belgium;Bruxelles-Capitale;226 - UNION/UNIE;villo;2826
Slovenia;Ljubljana;ROŽNA DOLINA-ŠKRABČEVA UL.;Bicikelj;2823
France;Lyon;4042 - GREGORY COUPET;Vélo'V;2823
France;Lyon;10027 - MAIRIE DE VILLEURBANNE;Vélo'V;2823
France;Marseille;1345 - SAINT CHARLES LECLERC ZATTARA;Le vélo;2823
France;Marseille;2221-91 LIBÉRATION;Le vélo;2823
France;Mulhouse;14 - SCHUMANN;VéloCité;2823
France;Paris;09003 - PLACE BARBÈS;Velib;2820
France;Paris;21008 - HUGO (BOULOGNE-BILLANCOURT);Velib;2820
France;Paris;21017 - REPUBLIQUE 1 (BOULOGNE-BILLANCOURT);Velib;2820
France;Paris;14008 - MOUTON DUVERNET;Velib;2820
Spain;Seville;087_PLAZA NUEVA;SEVICI;2818
Spain;Seville;187_CALLE DOCTOR LAFFON;SEVICI;2818
France;Toulouse;00029 - VALADE;Vélô;2818
Lithuania;Vilnius;22-VCUP;Cyclocity;2818
Australia;Brisbane;109 - MONTAGUE RD / SKINNER ST;CityCycle;2827
Belgium;Bruxelles-Capitale;139 - LIEDTS;villo;2826
Belgium;Bruxelles-Capitale;350 - VERHEYLEWEGHEN;villo;2826
IRELAND;Dublin;JOHN STREET WEST;dublinbikes;2823
Sweden;Goteborg;LILLA BOMMEN;Göteborg;2823
France;Lyon;7062 - GARIBALDI / DOMER;Vélo'V;2823
France;Paris;02009 - BOURSE;Velib;2820
France;Paris;12110 - BARON LE ROY TRUFFAUT;Velib;2820
France;Paris;12108 - BERCY;Velib;2820
France;Paris;08053 - FRIEDLAND;Velib;2820
France;Paris;01017 - SAINT HONORE;Velib;2820
Spain;Seville;181_RONDA URBANA NORTE;SEVICI;2818
Spain;Valence;081_DOCTOR FORNOS;Valenbisi;2818
Spain;Valence;175_CALLE_JUAN_XXIII;Valenbisi;2818
Spain;Valence;062_MENORCA;Valenbisi;2818
Spain;Valence;142_C/ GREGORIO GEA (PEATONAL);Valenbisi;2818
Australia;Brisbane;18 - LITTLE STANLEY ST / TRIBUNE ST;CityCycle;2827
Australia;Brisbane;90 - MAIN ST / ROTHERHAM ST (MAHONEY PARK);CityCycle;2827
Belgium;Bruxelles-Capitale;349 - FONSNY;villo;2826
Luxembourg;Luxembourg;MONTEREY;Veloh;2823
Luxembourg;Luxembourg;GEMENG STROOSSEN;Veloh;2823
France;Lyon;7024 - BANCEL / CHEVREUL;Vélo'V;2823
France;Lyon;10110 - MÉMOIRE ET SOCIÉTÉ;Vélo'V;2823
France;Lyon;2008 - PLACE ANTONIN PONCET (FAR);Vélo'V;2823
France;Lyon;10031 - CROIX LUIZET;Vélo'V;2823
France;Mulhouse;27 - CITE ADMINISTRATIVE;VéloCité;2823
France;Paris;10009 - HITTORFF;Velib;2820
France;Paris;09108 - ROCHECHOUART MAUBEUGE;Velib;2820
France;Paris;05010 - SAINT MICHEL HENRI BARBUSSE;Velib;2820
France;Paris;16122 - MUETTE NEUILLY;Velib;2820
France;Toulouse;00070 - FER A CHEVAL;Vélô;2818
Spain;Valence;204_AVDA_GENERAL_AVILES;Valenbisi;2818
Spain;Valence;065_AVDA. DEL PUERTO III;Valenbisi;2818
Spain;Valence;146_AVDA. CAMPANAR;Valenbisi;2818
Australia;Brisbane;71 - HASTINGS ST / MACQUARIE ST;CityCycle;2827
Australia;Brisbane;129 - LOWER RIVER TCE / PARKLANDS;CityCycle;2827
Belgium;Bruxelles-Capitale;248 - PRINCE DE LIGNE / PRINCE LIJN;villo;2826
IRELAND;Dublin;TALBOT STREET;dublinbikes;2823
IRELAND;Dublin;ORMOND QUAY UPPER;dublinbikes;2823
France;Lyon;2004 - PERRACHE / CARNOT;Vélo'V;2823
France;Lyon;10112 - PLACE DE LA RECONNAISSANCE;Vélo'V;2823
France;Lyon;6021- GARIBALDI;Vélo'V;2823
France;Lyon;6001 - GARE DES BROTTEAUX;Vélo'V;2823
France;Lyon;1020 - TERREAUX / CHENAVARD;Vélo'V;2823
France;Marseille;8149-391 MICHELET;Le vélo;2823
France;Nantes;00101 - PIRMIL;Bicloo;2823
France;Paris;01116 - OPÉRA PYRAMIDES;Velib;2820
France;Paris;06027 - VAUGIRARD DESGOFFE;Velib;2820
France;Paris;19014 - LORRAINE;Velib;2820
France;Paris;31706 - CHATEAU (BAGNOLET);Velib;2820
France;Paris;05014 - CALVIN;Velib;2820
France;Paris;07011 - ST DOMINIQUE;Velib;2820
Spain;Seville;003_PUERTA DE LA BARQUETA;SEVICI;2818
France;Toulouse;00138 - BARRIERE DE BAYONNE;Vélô;2818
France;Toulouse;00222 - CAMBOU / ROCHE;Vélô;2818
France;Toulouse;00218 - AMOUROUX /STE AUGUSTINE;Vélô;2818
France;Toulouse;00264 - LAFOURGUETTE;Vélô;2818
Spain;Valence;078_AVDA. ARAGÓN I;Valenbisi;2818
France;Amiens;10- PALAIS DE JUSTICE;Velam;2828
Australia;Brisbane;135 - PARK RD / RAILWAY TCE;CityCycle;2827
Belgium;Bruxelles-Capitale;144 - SAINTE-MARIE/SINTE-MARIA;villo;2826
Belgium;Bruxelles-Capitale;101 - ZELLIK;villo;2826
Luxembourg;Luxembourg;MERCIER;Veloh;2823
France;Lyon;3013 - PLACE ANTOINETTE;Vélo'V;2823
France;Lyon;6003 - AVENUE VERGUIN;Vélo'V;2823
France;Marseille;2200-MUCEM;Le vélo;2823
France;Nancy;00027 - NANCY THERMAL (CB);vélOstan'lib;2823
France;Paris;15059 - CITROEN;Velib;2820
France;Paris;13028 - GOUTHIERE;Velib;2820
France;Paris;42202 - RONSARD (CHARENTON);Velib;2820
France;Paris;17102 - ALFRED ROLL;Velib;2820
Spain;Seville;228_AVENIDA DE LAS CIENCIAS;SEVICI;2818
Spain;Valence;167_PAVIA 3;Valenbisi;2818
Spain;Valence;006_GUILLEN_CASTRO_CON_CALLE_SAN_PEDRO_PASCUAL;Valenbisi;2818
Belgium;Bruxelles-Capitale;061 - MAELBEEK / MAALBEEK;villo;2826
Belgium;Bruxelles-Capitale;247 - STALLE;villo;2826
IRELAND;Dublin;HANOVER QUAY;dublinbikes;2823
Sweden;Goteborg;OLOF PALMES PLATS;Göteborg;2823
France;Lyon;10073 - INSTITUT D'ART CONTEMPORAIN;Vélo'V;2823
France;Lyon;7011 - BERTHELOT / GARIBALDI;Vélo'V;2823
France;Marseille;7146-LIVON VIEUX PORT;Le vélo;2823
France;Nantes;00041-CHANTIER NAVAL;Bicloo;2823
France;Paris;07012 - CITE VANEAU;Velib;2820
France;Paris;09019 - VICTOR MASSE;Velib;2820
France;Paris;09008 - TOUR D'AUVERGNE;Velib;2820
France;Paris;21707 - PASTEUR (VANVES);Velib;2820
France;Paris;10114 - HOPITAL SAINT LOUIS;Velib;2820
France;Paris;07019 - ECOLE MILITAIRE;Velib;2820
France;Paris;09111 - LA FAYETTE PROVENCE;Velib;2820
France;Paris;05016 - CONTRESCARPE-THOUIN;Velib;2820
Spain;Seville;015_CALLE DR MARAÑON;SEVICI;2818
Spain;Valence;103_RUBEN DARIO;Valenbisi;2818
Belgium;Bruxelles-Capitale;079 - LOI / WET;villo;2826
Belgium;Bruxelles-Capitale;049 - WILLEBROEK;villo;2826
IRELAND;Dublin;PORTOBELLO ROAD;dublinbikes;2823
IRELAND;Dublin;GEORGES QUAY;dublinbikes;2823
Sweden;Goteborg;ÅVÄGEN;Göteborg;2823
France;Lyon;6020 - MUSÉE GUIMET;Vélo'V;2823
Belgium;Namur;027 - OMALIUS;Li bia velo;2823
France;Nancy;00022 - HOPITAL ST JULIEN;vélOstan'lib;2823
France;Nantes;00012-PLACE DELORME;Bicloo;2823
France;Paris;09004 - ROCHECHOUART GERANDO;Velib;2820
France;Paris;15115 - VAUGIRARD;Velib;2820
France;Paris;05029 - PORT ROYAL;Velib;2820
France;Paris;04009 - VILLAGE SAINT PAUL;Velib;2820
France;Paris;13151 - GARE D'AUSTERLITZ;Velib;2820
France;Paris;15038 - PLACE ADOLPHE CHERIOUX;Velib;2820
France;Paris;13036 - TOLBIAC NATIONALE;Velib;2820
France;Paris;12002 - LACUEE;Velib;2820
France;Paris;09011 - FOLIES BERGERES;Velib;2820
France;Paris;35005 - GENERAL LECLERC (PANTIN);Velib;2820
Spain;Seville;220_AVENIDA ALCALDE LUIS URUÑUELA;SEVICI;2818
France;Toulouse;00170 - ROUTE D ALBI   / CUVIER;Vélô;2818
Spain;Valence;230_CALLE_POETA_SERRANO_CLAVERO_EQ_GENERAL_LLORENS;Valenbisi;2818
Spain;Valence;150_DR. MANUEL CANDELA;Valenbisi;2818
France;Amiens;26- MARCHE AUX CHEVAUX;Velam;2828
Belgium;Bruxelles-Capitale;116 - ULB PLAINE;villo;2826
IRELAND;Dublin;CATHAL BRUGHA STREET;dublinbikes;2823
Sweden;Goteborg;SCANDINAVIUM;Göteborg;2823
Sweden;Goteborg;LÄPPSTIFTET;Göteborg;2823
Russia;Kazan;10 K NADGHIMI STR. - УЛ. К. НАДЖМИ;Veli'k;2823
Slovenia;Ljubljana;MASARYKOVA DDC;Bicikelj;2823
Sweden;Lund;LTH;Lundahoj;2823
France;Marseille;8134-ROND POINT DU PRADO;Le vélo;2823
France;Mulhouse;21 - FONDERIE;VéloCité;2823
France;Nantes;00019-SAINT SIMILIEN;Bicloo;2823
France;Paris;14125 - DAREAU;Velib;2820
France;Paris;01009 - PONT NEUF - 14;Velib;2820
France;Paris;04003 - PONT SAINT LOUIS;Velib;2820
France;Paris;13013 - SAINT MARCEL;Velib;2820
Spain;Seville;176_AVENIDA DE LA CIUDAD JARDÍN;SEVICI;2818
Spain;Seville;166_RONDA DEL TAMARGUILLO;SEVICI;2818
Spain;Valence;247_AVDA_TRES_CRUCES_MUSICO_AYLLON;Valenbisi;2818
Spain;Valence;140_AVENIDA_CAMPANAR;Valenbisi;2818
Spain;Valence;104_ALBALAT DELS TARONGERS;Valenbisi;2818
Australia;Brisbane;138 - ROY ST / LANG PDE;CityCycle;2827
Australia;Brisbane;34 - MAKERSTON ST / ROMA ST;CityCycle;2827
Australia;Brisbane;1 - EDWARD ST / QUEEN ST;CityCycle;2827
France;Creteil;10 - MAGELLAN;Cristolib;2823
Luxembourg;Luxembourg;ROBERT SCHUMAN;Veloh;2823
Luxembourg;Luxembourg;SQUARE ANDRE;Veloh;2823
Luxembourg;Luxembourg;PETERNELCHEN;Veloh;2823
France;Lyon;2013 - CÉLESTINS;Vélo'V;2823
France;Lyon;1013 - MARTINIÈRE;Vélo'V;2823
France;Lyon;7021- CHALLEMEL LACOUR / GERLAND;Vélo'V;2823
France;Lyon;8040 - AMBROISE PARÉ;Vélo'V;2823
France;Mulhouse;38 - DAGUERRE;VéloCité;2823
France;Nantes;00033-RACINE;Bicloo;2823
France;Nantes;00013-BRETAGNE SUD;Bicloo;2823
France;Paris;12031 - LAME;Velib;2820
France;Paris;21204 - D'ORVES (MONTROUGE);Velib;2820
France;Paris;18025 - MAIRIE DU 18 EME;Velib;2820
France;Paris;08018 - SAINT AUGUSTIN;Velib;2820
France;Paris;22402 - JAURES (MALAKOFF);Velib;2820
France;Paris;11034 - PARMENTIER FONTAINE AU ROI;Velib;2820
France;Paris;31006 - REPUBLIQUE 2 (MONTREUIL);Velib;2820
Spain;Seville;199_MAR DE ALBORÁN;SEVICI;2818
Australia;Brisbane;107 - DRURY ST / MONTAGUE RD;CityCycle;2827
Belgium;Bruxelles-Capitale;018 - GUTENBERG / GUTENBERG;villo;2826
Belgium;Bruxelles-Capitale;357 - AVIATION;villo;2826
France;Cergy-Pontoise;50021 - CER21 - DALLE PIÉTONNE GRAND CENTRE;Velo2;2825
France;Creteil;02 - HOPITAL INTERCOMMUNAL (CHIC);Cristolib;2823
IRELAND;Dublin;JAMES STREET;dublinbikes;2823
Sweden;Goteborg;KAPONJÄRSGATAN;Göteborg;2823
France;Lyon;1001 - TERREAUX / TERME;Vélo'V;2823
France;Lyon;8060 - SANTY / BEAUVISAGE;Vélo'V;2823
Belgium;Namur;026 - ARSENAL;Li bia velo;2823
France;Paris;15008 - SEVRES LECOURBE;Velib;2820
France;Paris;12004 - TRAVERSIERE;Velib;2820
France;Paris;06031 - SAINT MICHEL SARRAZIN;Velib;2820
Spain;Seville;211_AVENIDA DE ALEMANIA;SEVICI;2818
Australia;Brisbane;82 - BRUNSWICK ST / MERTHYR RD;CityCycle;2827
Australia;Brisbane;120 - BOUNDARY ST / VULTURE ST;CityCycle;2827
Belgium;Bruxelles-Capitale;085 - ETANGS NOIRS/ZWARTE VIJVERS;villo;2826
Belgium;Bruxelles-Capitale;032 - DANSAERT;villo;2826
Sweden;Goteborg;EKLANDA/UTLANDAGATAN;Göteborg;2823
France;Lyon;6045 - BROTTEAUX / VAUBAN;Vélo'V;2823
France;Lyon;10055 - CONDORCET / GALLINE;Vélo'V;2823
France;Lyon;10118 - VOYANT / CHAMBORD;Vélo'V;2585
France;Mulhouse;13 - MARCHE;VéloCité;2823
France;Paris;03001 - CHEMIN VERT BEAUMARCHAIS;Velib;2820
France;Paris;03009 - TEMPLE 113;Velib;2820
France;Paris;17041 - PORTE DE VILLIERS;Velib;2820
France;Paris;15021 - CROIX NIVERT;Velib;2820
France;Paris;14122 - BRUNE;Velib;2820
France;Paris;18032 - PORTE DE CLIGNANCOURT;Velib;2820
Spain;Seville;245_CALLE LAS LEANDRAS;SEVICI;2818
France;Toulouse;00149 - RAISIN MINIMES;Vélô;2818
Spain;Valence;84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD;Valenbisi;2818
Australia;Brisbane;66 - COMMERCIAL RD / SKYRING TCE;CityCycle;2827
Belgium;Bruxelles-Capitale;270 - DE PADUWA;villo;2826
Belgium;Bruxelles-Capitale;184 - PHILIPPE BAUCQ;villo;2826
Belgium;Bruxelles-Capitale;052 - SAINCTELETTE;villo;2826
Slovenia;Ljubljana;GRUDNOVO NABREŽJE-KARLOVŠKA C.;Bicikelj;2823
France;Marseille;2272- JOLIETTE-DUNKERQUE;Le vélo;2823
France;Marseille;5058 -SAKAKINI - SAINT PIERRE;Le vélo;2823
France;Marseille;8132-PROMENADE POMPIDOU AMIRAL MUSELIER;Le vélo;2823
France;Marseille;6187-DELPUECH CORINTHE;Le vélo;2823
France;Paris;23004 - COUTURIER 2 (LEVALLOIS);Velib;2820
France;Paris;21307 - CRESSON 1 (ISSY LES MOULINEAUX);Velib;2820
Spain;Seville;100_PASEO CATALINA RIBERA;SEVICI;2818
Belgium;Bruxelles-Capitale;165 - CIMETIERE DE JETTE / KERKHOF JETTE;villo;2826
France;Lyon;9006 - THÉÂTRE NOUVELLE GÉNÉRATION;Vélo'V;2823
France;Lyon;8015 - BOULEVARD JEAN XXIII;Vélo'V;2823
France;Marseille;1216-SAINTE - LULLI;Le vélo;2823
France;Mulhouse;34 - PATINOIRE;VéloCité;2823
France;Paris;22012 - MICHELIS (NEUILLY);Velib;2820
