country;contract_name;name;company;count
Australia;Brisbane;54 - MCLACHLAN ST / WINN ST;CityCycle;2827
Australia;Brisbane;106 - ORLEIGH ST / HOOGLEY ST;CityCycle;2827
Belgium;Bruxelles-Capitale;148 - GARE MEISER/MEISER STATION;villo;2826
Belgium;Bruxelles-Capitale;311 - DELTA;villo;2826
Belgium;Bruxelles-Capitale;284 - CLAESSENS;villo;2826
Belgium;Bruxelles-Capitale;016 - LOUISE / LOUIZA;villo;2826
France;Cergy-Pontoise;53002 - PON02 - PLACE DE LA LIBÉRATION;Velo2;2825
France;Creteil;01 - LATTRE DE TASSIGNY;Cristolib;2823
Norway;Lillestrom;THON HOTEL ARENA;Bysykkel;2823
France;Lyon;8007 - FRÈRES LUMIÈRE;Vélo'V;2823
France;Lyon;1002 - OPÉRA (FAR);Vélo'V;2823
France;Paris;05002 - SAINT JACQUES;Velib;2820
France;Paris;11043 - CIRQUE D HIVER;Velib;2820
France;Paris;17025 - COURCELLES;Velib;2820
France;Paris;04007 - BOURDON;Velib;2820
France;Paris;08009 - SAINT LAZARE RER;Velib;2820
France;Paris;31001 - LAGNY (MONTREUIL);Velib;2820
Spain;Seville;115_CALLE LOPEZ DE GOMARA;SEVICI;2818
Spain;Seville;225_CALLE FLOR DE RETAMA;SEVICI;2818
France;Toulouse;00208 - LIMAYRAC/ DARASSE;Vélô;2818
France;Toulouse;00073 - FITTE TEINTURIERS;Vélô;2818
Australia;Brisbane;39 - TURBOT ST / WICKHAM TCE;CityCycle;2827
Australia;Brisbane;59 - JAMES ST / MCLACHLAN ST;CityCycle;2827
Australia;Brisbane;70 - MACQUARIE ST / BEESTON ST;CityCycle;2827
Belgium;Bruxelles-Capitale;286 - BENS;villo;2826
Belgium;Bruxelles-Capitale;075 - GENERAL BARON/GENERAAL BARON;villo;2826
Belgium;Bruxelles-Capitale;177 - CHASSEURS ARDENNAIS/ARDENSE JAGERS;villo;2819
Belgium;Bruxelles-Capitale;054 - TOUR ET TAXIS/THURN&TAXIS;villo;2826
France;Lyon;6041 - CITÉ INTERNATIONALE / TÊTE D'OR NORD;Vélo'V;2823
France;Lyon;9010 - PISCINE DE VAISE;Vélo'V;2823
France;Lyon;3090 - VINATIER;Vélo'V;2823
France;Lyon;4022 - PLACE DE LA CROIX-ROUSSE;Vélo'V;2823
France;Lyon;3002 - PART-DIEU / GARE SNCF (FAR);Vélo'V;2823
France;Marseille;1301- ST CHARLES MARSEILLAISES;Le vélo;2823
France;Marseille;6237-LIEUTAUD JULIEN;Le vélo;2823
France;Marseille;8261- 318 MAZARGUES;Le vélo;2823
France;Paris;02020 - OPERA CASANOVA;Velib;2820
France;Paris;17022 - PLACE DE WAGRAM;Velib;2820
France;Paris;06009 - GUYNEMER LUXEMBOURG;Velib;2820
France;Paris;08003 - GALILLE;Velib;2820
France;Paris;10033 - LARIBOISIERE;Velib;2820
Spain;Santander;004_CORMORÁN;Tusbic;2819
Spain;Seville;260_REVOLTOSA;SEVICI;2818
Spain;Seville;152_CALLE SAMANIEGO;SEVICI;2818
France;Toulouse;00074 - LAGANNE TEINTURIERS;Vélô;2818
France;Toulouse;00252 - NEGRENEYS /CASENEUVE;Vélô;2818
Spain;Valence;092_AVDA. DE ARAGON, 4 - ESQ AVDA BLASCO IBAÑEZ;Valenbisi;2818
Belgium;Bruxelles-Capitale;252 - BEMPT;villo;2826
Belgium;Bruxelles-Capitale;046 - ALBERTINE / ALBERTINA;villo;2826
France;Creteil;03 - RUE DU GENERAL LECLERC - CENTRE ANCIEN;Cristolib;2823
IRELAND;Dublin;STRAND STREET GREAT;dublinbikes;2823
France;Lyon;4003- PLACE COMMANDANT  ARNAUD;Vélo'V;2823
France;Lyon;7061 - JAURES / UNIVERSITE;Vélo'V;2823
France;Lyon;10007 - PIATON / CONDORCET;Vélo'V;2823
France;Marseille;2323 -FORBIN PARIS;Le vélo;2823
France;Marseille;1005-CENTRE BOURSE;Le vélo;2823
France;Nancy;00004 - MARCHE CENTRAL (CB);vélOstan'lib;2823
France;Nantes;00043 - MACHINE DE L'ÎLE;Bicloo;2823
France;Paris;42703 - FONTAINEBLEAU (KREMLIN BICETRE);Velib;2820
France;Paris;04018 - RIVOLI SEBASTOPOL;Velib;2820
France;Paris;13043 - DUNOIS CLISSON;Velib;2820
France;Paris;12040 - PORTE DE CHARENTON;Velib;2820
Spain;Seville;022_AVENIDA DE LLANES;SEVICI;2818
Spain;Seville;075_PLAZA SAN FRANCISCO;SEVICI;2818
France;Toulouse;00178 - BRUNAUD / PLANA;Vélô;2818
France;Toulouse;00064 - PERI MERCADIER;Vélô;2818
France;Toulouse;00207 - CHRIST ROI;Vélô;2818
JAPAN;Toyama;環水公園西　CANAL PARK WEST;cyclocity;2818
Spain;Valence;115_C/ DR. VICENTE ZARAGOZA;Valenbisi;2818
Spain;Valence;77_C/ MOLINELL;Valenbisi;2818
Spain;Valence;117_PRIMADO REIG;Valenbisi;2818
Spain;Valence;222_AVDA_MAESTRO_RODRIGO_ESQ_AVDA_MANUEL_DE_FALLA;Valenbisi;2818
Spain;Valence;170_PAVIA 5;Valenbisi;2818
Belgium;Bruxelles-Capitale;145 - COTEAUX/WIJNHEUVELEN;villo;2826
IRELAND;Dublin;ST. JAMES HOSPITAL (CENTRAL);dublinbikes;2823
IRELAND;Dublin;FOWNES STREET UPPER;dublinbikes;2823
Sweden;Goteborg;ÖSTRA HAMNGATAN;Göteborg;2823
France;Lyon;1036 - AVEYRON;Vélo'V;2823
France;Lyon;8021 - PAUL SANTY;Vélo'V;2823
France;Lyon;6008 - PLACE JULES FERRY;Vélo'V;2823
France;Paris;35014 - DE GAULLE (PANTIN);Velib;2820
France;Paris;15053 - LECOURBE;Velib;2820
France;Paris;19106 - GARE EMGP;Velib;2820
France;Paris;03003 - TURENNE BRETAGNE;Velib;2820
France;Paris;09017 - TRUDAINE MARTYRS;Velib;2820
France;Paris;21203 - BRIAND (MONTROUGE);Velib;2820
France;Paris;13020 - MENDES FRANCE;Velib;2820
France;Paris;15102 - SQUARE BELA BARTOK;Velib;2820
France;Paris;12029 - DUGOMMIER;Velib;2820
France;Paris;17036 - AVENUE DE TERNES;Velib;2820
France;Paris;20118 - ORTEAUX MOURAUD;Velib;2820
Spain;Seville;155_AVENIDA KANSAS CITY;SEVICI;2818
France;Toulouse;00266 - TOURAINE;Vélô;2818
Australia;Brisbane;77 - JAMES ST / HARCOURT ST;CityCycle;2827
Australia;Brisbane;19 - GARDENS POINT ROAD / ADJ. BRIDGE;CityCycle;2827
Belgium;Bruxelles-Capitale;239 - DARWIN;villo;2826
IRELAND;Dublin;FENIAN STREET;dublinbikes;2823
France;Nantes;00035-JEAN V;Bicloo;2823
France;Paris;11017 - ALEXANDRE DUMAS;Velib;2820
France;Paris;07009 - ASSEMBLEE NATIONALE;Velib;2820
France;Paris;05008 - ST GERMAIN-DANTE;Velib;2820
France;Paris;01025 - TEMPLE DE L'ORATOIRE;Velib;2820
France;Paris;20007 - BUZENVAL;Velib;2820
France;Paris;16135 - STADE WILMILLE;Velib;2820
Spain;Santander;009_AVENIDA DE LA MAGDALENA;Tusbic;2819
Spain;Seville;250_CALLE DE SALVADOR ALLENDE;SEVICI;2818
Spain;Seville;178_CALLE JOSÉ SARAMAGO;SEVICI;2818
Spain;Seville;131_CALLE TABLADILLA;SEVICI;2818
France;Toulouse;00224 - CAMPUS SUPAERO;Vélô;2818
JAPAN;Toyama;富山駅南① TOYAMA STATION SOUTH 1;cyclocity;2818
IRELAND;Dublin;OLIVER BOND STREET;dublinbikes;2823
France;Marseille;1343 - FLAMMARION GROBET;Le vélo;2823
France;Mulhouse;36 - MUSEE DE L'AUTO;VéloCité;2823
Belgium;Namur;024 - SAINT-AUBAIN;Li bia velo;2276
France;Paris;11019 - CHARONNE PHILIPPE AUGUSTE;Velib;2820
France;Paris;12033 - SAINT EMILION;Velib;2820
France;Paris;04011 - PLACE DU BATAILLON FRANCAIS DE L'ONU;Velib;2820
France;Paris;21702 - BASCH (VANVES);Velib;2820
Spain;Seville;021_CALLE MANUEL VILLALOBOS;SEVICI;2818
Spain;Seville;094_PLAZA DEL ZURRAQUE;SEVICI;2818
Spain;Seville;030_AVENIDA EDUARDO DATO;SEVICI;2818
France;Toulouse;00036 - PLACE SCHUMAN;Vélô;2818
Spain;Valence;201_AVDA_PEREZ_GALDOS;Valenbisi;2818
Spain;Valence;184_CALLE_BOMBER_RAMON_DUART;Valenbisi;2818
Spain;Valence;105_AVDA. DE LOS NARANJOS;Valenbisi;2818
Belgium;Bruxelles-Capitale;022 - JACQMAIN (FERMÉE - SANS COURANT);villo;244
Australia;Brisbane;24 - SIR WILLIAM MCGREGOR DR / SIR FRED SCHONNELL;CityCycle;2827
Belgium;Bruxelles-Capitale;169 - GEORGES EEKHOUD;villo;2826
France;Lyon;10021- GRANDCLÉMENT;Vélo'V;2823
France;Lyon;10083 - CHATEAU GAILLARD / BIENVENUS;Vélo'V;2823
France;Marseille;1003-PLACE AUX HUILES;Le vélo;2823
France;Nantes;00068-LIVET;Bicloo;2823
France;Paris;13040 - PORTE DE CHOISY;Velib;2820
France;Paris;12024 - GARE DE BERCY;Velib;2820
France;Paris;15120 - AVIA;Velib;2820
France;Paris;10034 - CHAPELLE LOUIS BLANC;Velib;2820
France;Paris;42205 - PARIS 1 (CHARENTON);Velib;2820
France;Paris;41102 - RENAN (ARCUEIL);Velib;2820
France;Paris;03010 - BEAUBOURG;Velib;2820
France;Paris;10016 - VILLEMIN;Velib;2820
France;Toulouse;00100 - PORT ST SAUVEUR;Vélô;2818
Spain;Valence;253_PLAZA_JOSE_MELIA_CASTELLO_CAMPOS_CRESPO;Valenbisi;2818
Spain;Valence;226_CALLE_SAFOR_ESQ_AVDA_DE_LAS_CORTES_VALENCIANAS;Valenbisi;2818
Slovenia;Ljubljana;BTC CITY - ATLANTIS;Bicikelj;2823
France;Lyon;10004 - TONKIN;Vélo'V;2823
France;Lyon;8038 - ALBERT THOMAS / VILLON;Vélo'V;2823
France;Mulhouse;08 - PORTE HAUTE;VéloCité;2823
France;Nancy;00005 - PLACE COLONEL DRIANT (CB);vélOstan'lib;2823
France;Nancy;00023 - PROMENADE DES CANAUX;vélOstan'lib;2823
France;Paris;18023 - POISSONNIERS ORDENER;Velib;2820
France;Paris;11023 - LEO FROT ROQUETTE;Velib;2820
France;Paris;18049 - PTE D'AUBERVILLIERS;Velib;2820
France;Paris;07020 - CLER;Velib;2820
Spain;Seville;079_PLAZA DE LAS MERCEDARIAS;SEVICI;2818
Spain;Seville;182_CALLE VICTORIA KENT;SEVICI;2818
France;Toulouse;00067 - MUSEUM;Vélô;2818
France;Toulouse;00134 - EGLISE BONNEFOY;Vélô;2818
France;Toulouse;00095 - THEATRE GARONNE;Vélô;2818
France;Toulouse;00230 - RANGUEIL TRIPODE B;Vélô;2818
France;Toulouse;00032 - MUSEE ST RAYMOND;Vélô;2818
Spain;Valence;017_ESTACION RENFE I;Valenbisi;2818
France;Amiens;14- GARE CINEMA;Velam;2828
Australia;Brisbane;50 - GIPPS ST / WICKHAM ST;CityCycle;2827
Australia;Brisbane;136 - PARK RD / DOUGLAS ST;CityCycle;2827
France;Lyon;7004 - MAIRIE DU 7ÈME (FAR);Vélo'V;2823
France;Lyon;3087 - PART-DIEU / GARIBALDI;Vélo'V;2823
France;Paris;18012 - DOUDEAUVILLE STEPHENSON;Velib;2820
France;Paris;02004 - REAUMUR MONTORGUEIL;Velib;2820
France;Paris;16012 - BOULEVARD FLANDRIN;Velib;2820
France;Paris;06025 - RENNES - ASSAS;Velib;2820
France;Paris;01014 - RIVOLI MUSEE DU LOUVRE;Velib;2820
France;Paris;35013 - TELL (PANTIN);Velib;2820
France;Toulouse;00135 - BONNEFOY   LEMAITRE;Vélô;2818
France;Nantes;00036-ALGER;Bicloo;51
Australia;Brisbane;47 - TURBOT ST / BARRY PDE;CityCycle;2827
France;Cergy-Pontoise;50022 - CER22 - GARE CERGY GRAND CENTRE (CB);Velo2;2825
Sweden;Goteborg;HAGAPARKEN;Göteborg;2823
Norway;Lillestrom;LILLESTRØM STASJON;Bysykkel;2823
Sweden;Lund;BANTORGET;Lundahoj;2823
France;Lyon;8006 - PLACE DU 8 MAI 1945;Vélo'V;2823
France;Paris;21306 - LAFAYETTE (ISSY LES MOULINEAUX);Velib;2820
France;Paris;21010 - SILLY (BOULOGNE-BILLANCOURT);Velib;2820
France;Paris;11107 - BIBLIOTHEQUE FAIDHERBE;Velib;2820
Spain;Seville;209_AVENIDA ALEMANIA;SEVICI;2818
Spain;Seville;088_CALLE AMERICO VESPUCIO;SEVICI;2818
Spain;Seville;068_CALLE JUAN ANTONIO CABESTANY;SEVICI;2818
Spain;Seville;008_CALLE AMERICO VESPUCIO;SEVICI;2818
France;Toulouse;00011 - PLACE DE LA DAURADE;Vélô;2818
France;Toulouse;00013 - LOIS ESQUILE;Vélô;2818
Spain;Valence;100_AVDA. BLASCO IBAÑEZ 9;Valenbisi;2818
Spain;Valence;50_AVDA. AUTOPISTA DEL SALER;Valenbisi;2818
Spain;Valence;113_ETS CAMINOS;Valenbisi;2818
Spain;Valence;267_C_BENIFERRI_VICENTE_TOMAS_MARTI;Valenbisi;2818
Lithuania;Vilnius;6-HALĖS TURGAVIETĖ;Cyclocity;2818
Belgium;Bruxelles-Capitale;339 - MEUDON;villo;2826
Belgium;Bruxelles-Capitale;181 - LOUIS TITZ;villo;2826
Belgium;Bruxelles-Capitale;310 - SAINT-VINCENT / SINT-VINCENTIUS;villo;2826
IRELAND;Dublin;SOUTH DOCK ROAD;dublinbikes;2823
IRELAND;Dublin;PRINCES STREET / O'CONNELL STREET;dublinbikes;2823
IRELAND;Dublin;FITZWILLIAM SQUARE EAST;dublinbikes;2823
Luxembourg;Luxembourg;UM SCHLASS;Veloh;2823
France;Paris;11109 - REPUBLIQUE PIERRE LEVEE;Velib;2820
France;Paris;19031 - MANIN CRIMEE;Velib;2820
France;Paris;12113 - CARDINAL LAVIGERIE;Velib;2820
France;Paris;43009 - MURS DU PARC (VINCENNES);Velib;2820
France;Paris;20002 - PIXERECOURT;Velib;2820
France;Paris;19041 - PYRÉNÉES;Velib;2820
France;Paris;06002 - SAINT PÈRES;Velib;2820
France;Paris;14034 - RUE DE L OUEST CHATEAU;Velib;2820
France;Paris;13113 - CHOISY VISTULE;Velib;2820
France;Paris;16115 - RAFFET;Velib;2820
Spain;Seville;059_AVENIDA DE LA PALMERA;SEVICI;2818
Spain;Seville;023_PARLAMENTO;SEVICI;2818
JAPAN;Toyama;西町 NISHI-CHO;cyclocity;2818
Spain;Valence;143_AVDA. MENENDEZ PIDAL;Valenbisi;2818
Spain;Valence;003_PLAZA_MUSICO_LOPEZ_CHAVARRI;Valenbisi;2818
Spain;Valence;194_ESTACION_AVE_JOAQUIN_SOROLLA;Valenbisi;2818
France;Amiens;23- ST ROCH;Velam;2828
Australia;Brisbane;73 - LAMINGTON ST / REFINERY PDE;CityCycle;2827
Belgium;Bruxelles-Capitale;172 - AEROPOLIS;villo;2826
Luxembourg;Luxembourg;HELLEG GEESCHT;Veloh;2823
France;Lyon;10012 - ZOLA / FRANCE;Vélo'V;2823
France;Lyon;7046 - PLACE DE L'ECOLE;Vélo'V;2823
France;Lyon;7005 - DEBOURG;Vélo'V;2823
France;Paris;20040 - PARC DE BELLEVILLE;Velib;2820
France;Paris;12106 - BARTHES TROYES;Velib;2820
France;Paris;12012 - REUILLY DIDEROT;Velib;2820
France;Rouen;22 - CATHEDRALE;cy'clic;2819
Spain;Seville;096_CALLE BETIS;SEVICI;2818
Spain;Seville;140 NUESTRA SEÑORA DE LAS MERCEDES;SEVICI;2818
Spain;Seville;025_AVENIDA DE LA CRUZ ROJA;SEVICI;2818
Spain;Seville;144_AVENIDA DE LA PALMERA;SEVICI;2818
Spain;Valence;205_CALLE_NICASIO_BENLLOCH;Valenbisi;2818
Australia;Brisbane;45 - TURBOT ST / BOWEN ST;CityCycle;2827
Belgium;Bruxelles-Capitale;028 - CLEMENCEAU / CLEMENCEAU;villo;2826
Belgium;Bruxelles-Capitale;108 - FLAGEY;villo;2826
France;Cergy-Pontoise;54901 - VAU01 - PLACE DU RDV (CB);Velo2;2825
France;Paris;20027 - PORTE DE MENILMONTANT;Velib;2820
France;Paris;05001 - SAINT GERMAIN HARPE;Velib;2820
France;Paris;11112 - CHARONNES VALLES;Velib;2820
France;Paris;08032 - MATIGNON;Velib;2820
France;Paris;10013 - SAINT LOUIS;Velib;2820
France;Paris;12016 - PICPUS;Velib;2820
Spain;Santander;008_PLAZA DE ITALIA;Tusbic;2819
Spain;Seville;043_RONDA CAPUCHINOS;SEVICI;2818
Spain;Seville;214_AVENIDA DE ANDALUCIA;SEVICI;2818
France;Toulouse;00123 - CHAUSSAS EMBOUCHURE;Vélô;2818
Spain;Valence;118_C/ DR. GOMEZ FERRER;Valenbisi;2818
Spain;Valence;272_VICENTE_LA_RODA_C_INGENIERO_FAUSTO_ELIO;Valenbisi;2818
France;Amiens;05- ST LEU;Velam;2828
Belgium;Bruxelles-Capitale;246 - GATTI DE GAMOND;villo;2826
Belgium;Bruxelles-Capitale;334 - MARCEL THIRY;villo;2826
Belgium;Bruxelles-Capitale;222 - MERCKX;villo;2826
Belgium;Bruxelles-Capitale;003 - PORTE DE FLANDRE / VLAAMSEPOORT;villo;2130
Belgium;Bruxelles-Capitale;026 - VAN LINT;villo;2826
Luxembourg;Luxembourg;SAUERWISS;Veloh;2823
France;Lyon;5047 - ALBÉRIC PONT;Vélo'V;2823
France;Paris;11009 - RUE DES BOULETS;Velib;2820
France;Paris;16007 - LONGCHAMP;Velib;2820
France;Paris;21112 - DEBUSSY (CLICHY);Velib;2820
France;Paris;13029 - ITALIE;Velib;2820
Spain;Seville;165_AVENIDA DE ANDALUCIA;SEVICI;2818
France;Toulouse;00122 - PASSERELLE HAEDENS;Vélô;2818
France;Toulouse;00103 - ST MICHEL ST CATHERINE;Vélô;2818
Australia;Brisbane;5 - MARKET STREET / MARY STREET;CityCycle;2827
Belgium;Bruxelles-Capitale;253 - REINE FABIOLA / KONINGIN FABIOLA;villo;2826
IRELAND;Dublin;GRAND CANAL DOCK;dublinbikes;2823
Sweden;Goteborg;KRUTHUSGATAN;Göteborg;2823
Luxembourg;Luxembourg;LEYDENBACH;Veloh;2823
France;Lyon;6044 - CHARMETTES / BELLECOMBE;Vélo'V;2823
France;Marseille;1346- REPUBLIQUE COUTELLERIE;Le vélo;2823
France;Paris;17007 - NAVIER;Velib;2820
France;Paris;12010 - MICHEL BIZOT;Velib;2820
France;Paris;42502 - RASPAIL 2 (GENTILLY);Velib;2820
France;Paris;19117 - EURYALE DEHAYNIN;Velib;2820
France;Paris;10151 - GARE DU NORD 1;Velib;2820
Spain;Seville;154_AVENIDA KANSAS CITY;SEVICI;2818
Spain;Seville;017_CALLE DE MADRESELVA;SEVICI;2818
France;Toulouse;00117 - BILLIERES -POSTE;Vélô;2818
Spain;Valence;123_C_ALBOCACER;Valenbisi;2818
Spain;Valence;177_CALLE_ALCUDIA;Valenbisi;2818
Spain;Valence;191_CTRA_MALILLA;Valenbisi;2818
Australia;Brisbane;111 - DONKIN ST / MONTAGUE RD;CityCycle;2827
Belgium;Bruxelles-Capitale;343 - VANDENDRIESCH;villo;2826
IRELAND;Dublin;GRANTHAM STREET;dublinbikes;2823
IRELAND;Dublin;YORK STREET EAST;dublinbikes;2823
Luxembourg;Luxembourg;LONKECHER STROOSS;Veloh;2823
France;Lyon;8042 - FRANCIS DE PRESSENSÉ;Vélo'V;2823
France;Lyon;10032 - PRIMAT / DECORPS;Vélo'V;2823
France;Marseille;2222-151 LIBERATION;Le vélo;2823
France;Paris;12003 - QUAI DE LA RAPEE;Velib;2820
France;Paris;13107 - MARCHAND SANTE;Velib;2820
France;Paris;16112 - CHERNOVITZ;Velib;2820
France;Paris;22009 - DE GAULLE 2 (NEUILLY);Velib;2820
Spain;Santander;012_CALLE ALTA;Tusbic;2819
Spain;Seville;044_RONDA CAPUCHINOS;SEVICI;2818
Spain;Seville;074_PLAZA PILATOS;SEVICI;2818
Sweden;Stockholm;VOLVO PVE;Cyclocity;2818
France;Toulouse;00265 - PASSAGE BORDELONGUE;Vélô;2818
Spain;Valence;169_PAVIA 4;Valenbisi;2818
Spain;Valence;073_JERONIMO MONSORIU;Valenbisi;2818
France;Besancon;26 - BERSOT;VéloCité;2827
Belgium;Bruxelles-Capitale;041 - SAINT-ROCH/SINT-ROCHUS;villo;2826
Belgium;Bruxelles-Capitale;095 - PLACE BOCKSTAEL/BOCKSTAELPLAATS;villo;2678
Belgium;Bruxelles-Capitale;353 - BEAULIEU;villo;2826
Sweden;Goteborg;MOLINSGATAN;Göteborg;2823
Norway;Lillestrom;TORVGATA;Bysykkel;2823
Sweden;Lund;UNIVERSITETSBIBLIOTEKET;Lundahoj;2823
France;Marseille;9085-SCHLOESING TEISSERE;Le vélo;2823
France;Marseille;7153-CORSE ST MAURICE;Le vélo;2823
France;Mulhouse;03 - PORTE DE BALE;VéloCité;2823
France;Paris;11029 - MENILMONTANT OBERKAMPF;Velib;2820
France;Paris;21015 - NATIONALE (BOULOGNE-BILLANCOURT);Velib;2820
France;Paris;15054 - CHANDON;Velib;2820
France;Paris;04014 - ARCHIVES BLANCS MANTEAUX;Velib;2820
France;Paris;17013 - LEGENDRE;Velib;2820
France;Paris;12036 - REUILLY;Velib;2820
France;Paris;18002 - CLIGNANCOURT;Velib;2820
France;Rouen;13- SAINT SEVER;cy'clic;2819
Spain;Seville;136_CALLE ASUNCIÓN;SEVICI;2818
Spain;Seville;084_CALLE JOSÉ MARÍA MORENO GALVÁN;SEVICI;2818
Spain;Seville;093_RONDA DE TRIANA;SEVICI;2818
France;Toulouse;00192 - RTE DE ST SIMON/PRADO;Vélô;2175
France;Toulouse;00143 - DESBALS SAINTONGE;Vélô;2818
France;Toulouse;00125 - BARRIÈRE DE PARIS;Vélô;2818
Spain;Valence;181_CALLE_DEL_SALINAR;Valenbisi;2818
Luxembourg;Luxembourg;K. ADENAUER;Veloh;2823
France;Lyon;4002 - MAIRIE DU 4°;Vélo'V;2823
France;Lyon;6006 - BOULEVARD DES BELGES;Vélo'V;2823
France;Marseille;9074-MICHELET LUCE;Le vélo;2823
Belgium;Namur;30-PLACE LOUISE GODIN;Li bia velo;2823
France;Paris;42006 - BROSSOLETTE (IVRY);Velib;2820
France;Paris;07018 - SEGUR ESTREES;Velib;2820
France;Paris;12126 - AVENUE DE GRAVELLE;Velib;2820
France;Paris;05017 - DESCARTES;Velib;2820
France;Paris;03005 - TURBIGO SAINTE ELISABETH;Velib;2820
France;Paris;06108 - SAINT ROMAIN CHERCHE MIDI;Velib;2820
Spain;Seville;004_CALLE LEONARDO DA VINCI;SEVICI;2818
Spain;Seville;108_AVENIDA EDUARDO DATO;SEVICI;2818
Spain;Seville;135_CALLE VIRGEN DE LUJÁN;SEVICI;2818
Spain;Valence;165_PAVIA 2;Valenbisi;2818
Spain;Valence;47_AVDA. AUTOPISTA DEL SALER;Valenbisi;2818
Spain;Valence;41_AVDA. GRAL. URRUTIA;Valenbisi;2818
Spain;Valence;149_AVDA. PERIS Y VALERO;Valenbisi;2818
France;Amiens;06- CITADELLE;Velam;2828
Australia;Brisbane;122 - LOWER RIVER TCE / ELLIS ST;CityCycle;2827
Australia;Brisbane;69 - VERNON TCE / FLORENCE ST;CityCycle;2827
Belgium;Bruxelles-Capitale;078 - DUC PETIAUX;villo;2826
Belgium;Bruxelles-Capitale;119 - PAQUOT/PACQUOT;villo;2826
Belgium;Bruxelles-Capitale;238 - UNION SAINT-GILLOISE / SINT-GILLIS UNIE;villo;2826
France;Lyon;10089 - COLIN / OTTAVI;Vélo'V;2823
France;Marseille;5220-ROOSEVELT - ORAN;Le vélo;2823
Belgium;Namur;034 - ROGIER;Li bia velo;2823
France;Nantes;00040-MADELEINE;Bicloo;2823
France;Nantes;00057-GAETAN RONDEAU;Bicloo;2823
France;Nantes;00004-MOULIN;Bicloo;2823
France;Paris;13023 - BOBILLOT VERLAINE;Velib;2820
France;Paris;10111 - JEMMAPES;Velib;2820
France;Paris;15009 - SUFFREN;Velib;2820
France;Paris;12105 - BERCY VILLOT;Velib;2820
France;Paris;14127 - ODESSA;Velib;2820
Spain;Seville;049_ALAMEDA DE HERCULES;SEVICI;2818
Spain;Seville;002_GRAN PLAZA;SEVICI;2818
Spain;Seville;201_CALLE PINO MONTANO;SEVICI;2818
Spain;Seville;197_CALLE AGRICULTORES;SEVICI;2818
France;Toulouse;00040 - COLOMBETTE;Vélô;2818
Spain;Valence;010_CALLE_DEL_HOSPITAL_FRENTE_CALLE_HORNO_DEL_HOSP;Valenbisi;2818
Australia;Brisbane;83 - SYDNEY ST / BRUNSWICK ST;CityCycle;2827
Australia;Brisbane;137 - KILROE ST / DORSEY ST;CityCycle;2827
Sweden;Goteborg;KANALTORGET;Göteborg;2823
Slovenia;Ljubljana;ILIRSKA ULICA;Bicikelj;2823
Luxembourg;Luxembourg;BEI DER AUER;Veloh;2823
Luxembourg;Luxembourg;LES THERMES;Veloh;2823
France;Marseille;7215-ENDOUME - CORDERIE;Le vélo;2823
France;Nantes;00091-RD PT VANNES;Bicloo;2823
France;Paris;18018 - CARPEAUX;Velib;2820
France;Paris;21007 - RHIN DANUBE (BOULOGNE BILLANCOURT);Velib;2820
France;Paris;08004 - MALESHERBES PASQUIER;Velib;2820
France;Paris;13024 - BOBILLOT TOLBIAC;Velib;2820
France;Paris;12122 - POLYGONE;Velib;2820
France;Paris;09102 - PLACE D'ESTIENNE D'ORVES;Velib;2820
France;Paris;15050 - PADO - CROIX NIVERT;Velib;2820
France;Paris;20503 - COURS DE VINCENNES PYRÉNÉES;Velib;2820
Spain;Seville;194_CALLE PARQUE DE DOÑANA;SEVICI;2818
Spain;Seville;018_AVENIDA EDUARDO DATO;SEVICI;2818
France;Toulouse;00097 - RAYMOND IV;Vélô;2818
Spain;Valence;216_AVDA_DEL_CID_ESQ_CALLE_BURGOS;Valenbisi;2818
Spain;Valence;154_PESCADORES;Valenbisi;2818
Belgium;Bruxelles-Capitale;025 - PORTE D'ANDERLECHT/ANDERLECHTSEPOORT(FERMÉE);villo;2550
IRELAND;Dublin;LEINSTER STREET SOUTH;dublinbikes;2823
France;Marseille;8255-PRADO - PARADIS;Le vélo;2823
France;Nantes;00038-PLACE RICORDEAU;Bicloo;2823
France;Nantes;00001-PREFECTURE;Bicloo;2823
France;Nantes;00044-PALAIS DE JUSTICE;Bicloo;2823
France;Paris;14107 - PORTE DE MONTROUGE 2;Velib;2820
France;Paris;16101 - MALAKOFF;Velib;2820
France;Paris;12102 - DIDEROT BERCY;Velib;2820
France;Paris;11030 - SAINT MAUR OBERKAMPF;Velib;2820
France;Paris;13002 - ARAGO;Velib;2820
France;Paris;18007 - GOUTTE D' OR;Velib;2820
France;Paris;42208 - PARIS 4 (CHARENTON);Velib;2820
France;Paris;18033 - MOSKOWA;Velib;2820
France;Paris;08027 - MAIRIE DU 8 ÈME;Velib;2820
France;Paris;21308 - BARA (ISSY LES MOULINEAUX);Velib;2820
France;Paris;16108 - SABLONS;Velib;2820
France;Paris;22407 - BARBUSSE (MALAKOFF);Velib;2820
Spain;Seville;141_CALLE FELIPE II;SEVICI;2818
Spain;Seville;240_AVENIDA ALCALDE LUIS URUÑUELA;SEVICI;2818
Sweden;Stockholm;VOLVO PV;Cyclocity;2818
France;Toulouse;00274 - GALLIENI;Vélô;2818
France;Toulouse;00158 - URSS ST THOMAS D AQUIN;Vélô;2818
France;Toulouse;00010 - PLACE ESQUIROL;Vélô;2818
Spain;Valence;49_C/ RICARDO MUÑOZ SUAY;Valenbisi;2818
